region,effectif,macro_theme,tam_base,tam_final
La Réunion,7,Commerce/Gestion,1,0.7
La Réunion,7,Industrie,1,0.7
La Réunion,7,Langues,2,1.4
La Réunion,7,Santé,1,0.7
La Réunion,7,Services,5,3.5
La Réunion,7,Soft Skills,3,2.1
La Réunion,8,Autre,3,2.1
La Réunion,8,Commerce/Gestion,4,2.8
La Réunion,8,Industrie,2,1.4
La Réunion,8,Langues,1,0.7
La Réunion,8,Services,4,2.8
La Réunion,8,Soft Skills,4,2.8
La Réunion,8,Sécurité,1,0.7
La Réunion,9,Autre,3,2.1
La Réunion,9,Commerce/Gestion,2,1.4
La Réunion,9,Services,3,2.1
La Réunion,9,Soft Skills,3,2.1
La Réunion,9,Sécurité,2,1.4
La Réunion,10,Autre,3,2.1
La Réunion,10,Commerce/Gestion,3,2.1
La Réunion,10,Industrie,2,1.4
La Réunion,10,Langues,1,0.7
La Réunion,10,Santé,2,1.4
La Réunion,10,Soft Skills,2,1.4
Martinique,3,Autre,3,2.1
Martinique,3,Commerce/Gestion,2,1.4
Martinique,3,Industrie,1,0.7
Martinique,3,Juridique,1,0.7
Martinique,3,Santé,1,0.7
Martinique,3,Services,4,2.8
Martinique,3,Soft Skills,3,2.1
Martinique,3,Sécurité,1,0.7
Martinique,4,Autre,5,3.5
Martinique,4,Commerce/Gestion,3,2.1
Martinique,4,Industrie,3,2.1
Martinique,4,Santé,1,0.7
Martinique,4,Services,3,2.1
Martinique,4,Soft Skills,2,1.4
Martinique,4,Sécurité,1,0.7
Martinique,5,Autre,7,4.9
Martinique,5,Industrie,1,0.7
Martinique,5,Services,4,2.8
Martinique,5,Soft Skills,2,1.4
Martinique,6,Autre,6,4.2
Martinique,6,Commerce/Gestion,1,0.7
Martinique,6,Industrie,1,0.7
Martinique,6,Santé,2,1.4
Martinique,6,Services,1,0.7
Martinique,6,Soft Skills,1,0.7
Martinique,7,Autre,1,0.7
Martinique,7,Industrie,1,0.7
Martinique,7,Juridique,1,0.7
Martinique,7,Services,1,0.7
Martinique,8,Autre,1,0.7
Martinique,8,Commerce/Gestion,1,0.7
Martinique,8,Services,4,2.8
Martinique,9,Autre,1,0.7
Martinique,9,Commerce/Gestion,1,0.7
Martinique,9,Industrie,1,0.7
Martinique,9,Santé,2,1.4
Martinique,9,Soft Skills,1,0.7
Martinique,9,Sécurité,1,0.7
Martinique,10,Autre,1,0.7
Martinique,10,Juridique,2,1.4
Martinique,10,Langues,1,0.7
Martinique,10,Services,2,1.4
Martinique,10,Soft Skills,2,1.4
Mayotte,3,Autre,3,2.1
Mayotte,3,Santé,1,0.7
Mayotte,4,Autre,1,0.7
Mayotte,4,Industrie,1,0.7
Mayotte,4,Juridique,1,0.7
Mayotte,4,Santé,1,0.7
Mayotte,4,Services,1,0.7
Mayotte,4,Soft Skills,2,1.4
Mayotte,5,Autre,1,0.7
Mayotte,5,Commerce/Gestion,3,2.1
Mayotte,5,Industrie,1,0.7
Mayotte,5,Services,1,0.7
Mayotte,5,Sécurité,1,0.7
Mayotte,6,Services,1,0.7
Mayotte,6,Soft Skills,1,0.7
Mayotte,7,Autre,1,0.7
Mayotte,8,Autre,1,0.7
Mayotte,8,Juridique,1,0.7
Mayotte,8,Santé,2,1.4
Mayotte,8,Soft Skills,1,0.7
Mayotte,9,Services,1,0.7
Mayotte,9,Soft Skills,2,1.4
Mayotte,10,Autre,1,0.7
Normandie,3,Autre,21,14.7
Normandie,3,Commerce/Gestion,8,5.6
Normandie,3,Industrie,2,1.4
Normandie,3,Juridique,1,0.7
Normandie,3,Langues,2,1.4
Normandie,3,Santé,5,3.5
Normandie,3,Services,13,9.1
Normandie,3,Soft Skills,33,23.1
Normandie,3,Sécurité,2,1.4
Normandie,3,Tech/Digital,5,3.5
Normandie,4,Autre,21,14.7
Normandie,4,Commerce/Gestion,4,2.8
Normandie,4,Industrie,5,3.5
Normandie,4,Juridique,1,0.7
Normandie,4,Langues,4,2.8
Normandie,4,Santé,3,2.1
Normandie,4,Services,7,4.9
Normandie,4,Soft Skills,27,18.9
Normandie,4,Sécurité,4,2.8
Normandie,4,Tech/Digital,4,2.8
Normandie,5,Autre,12,8.4
Normandie,5,Commerce/Gestion,8,5.6
Normandie,5,Industrie,4,2.8
Normandie,5,Juridique,1,0.7
Normandie,5,Langues,1,0.7
Normandie,5,Santé,2,1.4
Normandie,5,Services,9,6.3
Normandie,5,Soft Skills,14,9.8
Normandie,5,Tech/Digital,1,0.7
Normandie,6,Autre,8,5.6
Normandie,6,Commerce/Gestion,3,2.1
Normandie,6,Industrie,2,1.4
Normandie,6,Langues,3,2.1
Normandie,6,Santé,3,2.1
Normandie,6,Services,5,3.5
Normandie,6,Soft Skills,7,4.9
Normandie,6,Sécurité,3,2.1
Normandie,6,Tech/Digital,2,1.4
Normandie,7,Autre,9,6.3
Normandie,7,Commerce/Gestion,1,0.7
Normandie,7,Industrie,1,0.7
Normandie,7,Langues,3,2.1
Normandie,7,Santé,5,3.5
Normandie,7,Services,7,4.9
Normandie,7,Soft Skills,6,4.2
Normandie,7,Sécurité,3,2.1
Normandie,7,Tech/Digital,1,0.7
Normandie,8,Autre,9,6.3
Normandie,8,Commerce/Gestion,5,3.5
Normandie,8,Industrie,2,1.4
Normandie,8,Juridique,1,0.7
Normandie,8,Santé,3,2.1
Normandie,8,Services,4,2.8
Normandie,8,Soft Skills,8,5.6
Normandie,8,Sécurité,2,1.4
Normandie,8,Tech/Digital,1,0.7
Normandie,9,Autre,8,5.6
Normandie,9,Commerce/Gestion,3,2.1
Normandie,9,Industrie,4,2.8
Normandie,9,Juridique,2,1.4
Normandie,9,Langues,1,0.7
Normandie,9,Santé,2,1.4
Normandie,9,Services,3,2.1
Normandie,9,Soft Skills,5,3.5
Normandie,9,Tech/Digital,1,0.7
Normandie,10,Autre,8,5.6
Normandie,10,Commerce/Gestion,2,1.4
Normandie,10,Industrie,1,0.7
Normandie,10,Juridique,1,0.7
Normandie,10,Langues,1,0.7
Normandie,10,Santé,4,2.8
Normandie,10,Services,1,0.7
Normandie,10,Soft Skills,4,2.8
Normandie,10,Sécurité,1,0.7
Nouvelle-Aquitaine,3,Autre,48,33.6
Nouvelle-Aquitaine,3,Commerce/Gestion,20,14.0
Nouvelle-Aquitaine,3,Industrie,15,10.5
Nouvelle-Aquitaine,3,Juridique,6,4.2
Nouvelle-Aquitaine,3,Langues,6,4.2
Nouvelle-Aquitaine,3,Santé,22,15.4
Nouvelle-Aquitaine,3,Services,24,16.8
Nouvelle-Aquitaine,3,Soft Skills,51,35.7
Nouvelle-Aquitaine,3,Sécurité,7,4.9
Nouvelle-Aquitaine,3,Tech/Digital,10,7.0
Nouvelle-Aquitaine,4,Autre,58,40.6
Nouvelle-Aquitaine,4,Commerce/Gestion,18,12.6
Nouvelle-Aquitaine,4,Industrie,10,7.0
Nouvelle-Aquitaine,4,Juridique,1,0.7
Nouvelle-Aquitaine,4,Langues,7,4.9
Nouvelle-Aquitaine,4,Santé,13,9.1
Nouvelle-Aquitaine,4,Services,27,18.9
Nouvelle-Aquitaine,4,Soft Skills,48,33.6
Nouvelle-Aquitaine,4,Sécurité,2,1.4
Nouvelle-Aquitaine,4,Tech/Digital,15,10.5
Nouvelle-Aquitaine,5,Autre,36,25.2
Nouvelle-Aquitaine,5,Commerce/Gestion,9,6.3
Nouvelle-Aquitaine,5,Industrie,12,8.4
Nouvelle-Aquitaine,5,Juridique,3,2.1
Nouvelle-Aquitaine,5,Langues,5,3.5
Nouvelle-Aquitaine,5,Santé,12,8.4
Nouvelle-Aquitaine,5,Services,11,7.7
Nouvelle-Aquitaine,5,Soft Skills,31,21.7
Nouvelle-Aquitaine,5,Sécurité,6,4.2
Nouvelle-Aquitaine,5,Tech/Digital,9,6.3
Nouvelle-Aquitaine,6,Autre,30,21.0
Nouvelle-Aquitaine,6,Commerce/Gestion,10,7.0
Nouvelle-Aquitaine,6,Industrie,9,6.3
Nouvelle-Aquitaine,6,Juridique,2,1.4
Nouvelle-Aquitaine,6,Langues,7,4.9
Nouvelle-Aquitaine,6,Santé,10,7.0
Nouvelle-Aquitaine,6,Services,12,8.4
Nouvelle-Aquitaine,6,Soft Skills,29,20.3
Nouvelle-Aquitaine,6,Sécurité,2,1.4
Nouvelle-Aquitaine,6,Tech/Digital,9,6.3
Nouvelle-Aquitaine,7,Autre,25,17.5
Nouvelle-Aquitaine,7,Commerce/Gestion,9,6.3
Nouvelle-Aquitaine,7,Industrie,8,5.6
Nouvelle-Aquitaine,7,Juridique,2,1.4
Nouvelle-Aquitaine,7,Langues,1,0.7
Nouvelle-Aquitaine,7,Santé,4,2.8
Nouvelle-Aquitaine,7,Services,9,6.3
Nouvelle-Aquitaine,7,Soft Skills,22,15.4
Nouvelle-Aquitaine,7,Sécurité,2,1.4
Nouvelle-Aquitaine,7,Tech/Digital,7,4.9
Nouvelle-Aquitaine,8,Autre,24,16.8
Nouvelle-Aquitaine,8,Commerce/Gestion,6,4.2
Nouvelle-Aquitaine,8,Industrie,8,5.6
Nouvelle-Aquitaine,8,Juridique,1,0.7
Nouvelle-Aquitaine,8,Langues,4,2.8
Nouvelle-Aquitaine,8,Santé,12,8.4
Nouvelle-Aquitaine,8,Services,6,4.2
Nouvelle-Aquitaine,8,Soft Skills,16,11.2
Nouvelle-Aquitaine,8,Sécurité,5,3.5
Nouvelle-Aquitaine,8,Tech/Digital,3,2.1
Nouvelle-Aquitaine,9,Autre,19,13.3
Nouvelle-Aquitaine,9,Commerce/Gestion,5,3.5
Nouvelle-Aquitaine,9,Industrie,2,1.4
Nouvelle-Aquitaine,9,Juridique,1,0.7
Nouvelle-Aquitaine,9,Langues,5,3.5
Nouvelle-Aquitaine,9,Santé,9,6.3
Nouvelle-Aquitaine,9,Services,7,4.9
Nouvelle-Aquitaine,9,Soft Skills,6,4.2
Nouvelle-Aquitaine,9,Sécurité,2,1.4
Nouvelle-Aquitaine,9,Tech/Digital,3,2.1
Nouvelle-Aquitaine,10,Autre,12,8.4
Nouvelle-Aquitaine,10,Commerce/Gestion,9,6.3
Nouvelle-Aquitaine,10,Industrie,6,4.2
Nouvelle-Aquitaine,10,Juridique,1,0.7
Nouvelle-Aquitaine,10,Langues,2,1.4
Nouvelle-Aquitaine,10,Santé,7,4.9
Nouvelle-Aquitaine,10,Services,7,4.9
Nouvelle-Aquitaine,10,Soft Skills,12,8.4
Nouvelle-Aquitaine,10,Sécurité,3,2.1
Nouvelle-Aquitaine,10,Tech/Digital,1,0.7
Occitanie,3,Autre,78,54.6
Occitanie,3,Commerce/Gestion,27,18.9
Occitanie,3,Industrie,20,14.0
Occitanie,3,Juridique,4,2.8
Occitanie,3,Langues,8,5.6
Occitanie,3,Santé,31,21.7
Occitanie,3,Services,27,18.9
Occitanie,3,Soft Skills,52,36.4
Occitanie,3,Sécurité,4,2.8
Occitanie,3,Tech/Digital,28,19.6
Occitanie,4,Autre,59,41.3
Occitanie,4,Commerce/Gestion,23,16.1
Occitanie,4,Industrie,16,11.2
Occitanie,4,Juridique,5,3.5
Occitanie,4,Langues,6,4.2
Occitanie,4,Santé,21,14.7
Occitanie,4,Services,24,16.8
Occitanie,4,Soft Skills,45,31.5
Occitanie,4,Sécurité,6,4.2
Occitanie,4,Tech/Digital,16,11.2
Occitanie,5,Autre,49,34.3
Occitanie,5,Commerce/Gestion,13,9.1
Occitanie,5,Industrie,11,7.7
Occitanie,5,Juridique,6,4.2
Occitanie,5,Langues,12,8.4
Occitanie,5,Santé,14,9.8
Occitanie,5,Services,17,11.9
Occitanie,5,Soft Skills,31,21.7
Occitanie,5,Sécurité,2,1.4
Occitanie,5,Tech/Digital,10,7.0
Occitanie,6,Autre,30,21.0
Occitanie,6,Commerce/Gestion,15,10.5
Occitanie,6,Industrie,9,6.3
Occitanie,6,Juridique,2,1.4
Occitanie,6,Langues,5,3.5
Occitanie,6,Santé,14,9.8
Occitanie,6,Services,21,14.7
Occitanie,6,Soft Skills,26,18.2
Occitanie,6,Sécurité,3,2.1
Occitanie,6,Tech/Digital,7,4.9
Occitanie,7,Autre,40,28.0
Occitanie,7,Commerce/Gestion,9,6.3
Occitanie,7,Industrie,5,3.5
Occitanie,7,Juridique,5,3.5
Occitanie,7,Langues,7,4.9
Occitanie,7,Santé,7,4.9
Occitanie,7,Services,18,12.6
Occitanie,7,Soft Skills,17,11.9
Occitanie,7,Sécurité,2,1.4
Occitanie,7,Tech/Digital,5,3.5
Occitanie,8,Autre,26,18.2
Occitanie,8,Commerce/Gestion,13,9.1
Occitanie,8,Industrie,6,4.2
Occitanie,8,Juridique,1,0.7
Occitanie,8,Langues,4,2.8
Occitanie,8,Santé,7,4.9
Occitanie,8,Services,5,3.5
Occitanie,8,Soft Skills,16,11.2
Occitanie,8,Sécurité,2,1.4
Occitanie,8,Tech/Digital,5,3.5
Occitanie,9,Autre,24,16.8
Occitanie,9,Commerce/Gestion,8,5.6
Occitanie,9,Industrie,7,4.9
Occitanie,9,Juridique,1,0.7
Occitanie,9,Langues,9,6.3
Occitanie,9,Santé,9,6.3
Occitanie,9,Services,14,9.8
Occitanie,9,Soft Skills,15,10.5
Occitanie,9,Sécurité,3,2.1
Occitanie,9,Tech/Digital,4,2.8
Occitanie,10,Autre,22,15.4
Occitanie,10,Commerce/Gestion,9,6.3
Occitanie,10,Industrie,6,4.2
Occitanie,10,Juridique,2,1.4
Occitanie,10,Langues,5,3.5
Occitanie,10,Santé,8,5.6
Occitanie,10,Services,3,2.1
Occitanie,10,Soft Skills,16,11.2
Occitanie,10,Sécurité,1,0.7
Occitanie,10,Tech/Digital,4,2.8
Pays de la Loire,3,Autre,35,24.5
Pays de la Loire,3,Commerce/Gestion,17,11.9
Pays de la Loire,3,Industrie,14,9.8
Pays de la Loire,3,Langues,5,3.5
Pays de la Loire,3,Santé,8,5.6
Pays de la Loire,3,Services,20,14.0
Pays de la Loire,3,Soft Skills,30,21.0
Pays de la Loire,3,Sécurité,4,2.8
Pays de la Loire,3,Tech/Digital,14,9.8
Pays de la Loire,4,Autre,22,15.4
Pays de la Loire,4,Commerce/Gestion,15,10.5
Pays de la Loire,4,Industrie,14,9.8
Pays de la Loire,4,Juridique,3,2.1
Pays de la Loire,4,Langues,2,1.4
Pays de la Loire,4,Santé,6,4.2
Pays de la Loire,4,Services,16,11.2
Pays de la Loire,4,Soft Skills,26,18.2
Pays de la Loire,4,Sécurité,1,0.7
Pays de la Loire,4,Tech/Digital,8,5.6
Pays de la Loire,5,Autre,24,16.8
Pays de la Loire,5,Commerce/Gestion,4,2.8
Pays de la Loire,5,Industrie,10,7.0
Pays de la Loire,5,Langues,2,1.4
Pays de la Loire,5,Santé,8,5.6
Pays de la Loire,5,Services,13,9.1
Pays de la Loire,5,Soft Skills,20,14.0
Pays de la Loire,5,Sécurité,2,1.4
Pays de la Loire,5,Tech/Digital,12,8.4
Pays de la Loire,6,Autre,17,11.9
Pays de la Loire,6,Commerce/Gestion,7,4.9
Pays de la Loire,6,Industrie,7,4.9
Pays de la Loire,6,Juridique,1,0.7
Pays de la Loire,6,Langues,2,1.4
Pays de la Loire,6,Santé,6,4.2
Pays de la Loire,6,Services,7,4.9
Pays de la Loire,6,Soft Skills,15,10.5
Pays de la Loire,6,Sécurité,2,1.4
Pays de la Loire,6,Tech/Digital,5,3.5
Pays de la Loire,7,Autre,12,8.4
Pays de la Loire,7,Commerce/Gestion,6,4.2
Pays de la Loire,7,Industrie,6,4.2
Pays de la Loire,7,Juridique,1,0.7
Pays de la Loire,7,Langues,4,2.8
Pays de la Loire,7,Santé,7,4.9
Pays de la Loire,7,Services,4,2.8
Pays de la Loire,7,Soft Skills,9,6.3
Pays de la Loire,7,Tech/Digital,3,2.1
Pays de la Loire,8,Autre,17,11.9
Pays de la Loire,8,Commerce/Gestion,2,1.4
Pays de la Loire,8,Industrie,6,4.2
Pays de la Loire,8,Juridique,1,0.7
Pays de la Loire,8,Langues,3,2.1
Pays de la Loire,8,Santé,3,2.1
Pays de la Loire,8,Services,2,1.4
Pays de la Loire,8,Soft Skills,12,8.4
Pays de la Loire,8,Sécurité,2,1.4
Pays de la Loire,8,Tech/Digital,4,2.8
Pays de la Loire,9,Autre,15,10.5
Pays de la Loire,9,Commerce/Gestion,2,1.4
Pays de la Loire,9,Industrie,11,7.7
Pays de la Loire,9,Juridique,2,1.4
Pays de la Loire,9,Langues,3,2.1
Pays de la Loire,9,Santé,5,3.5
Pays de la Loire,9,Services,6,4.2
Pays de la Loire,9,Soft Skills,4,2.8
Pays de la Loire,9,Sécurité,2,1.4
Pays de la Loire,9,Tech/Digital,1,0.7
Pays de la Loire,10,Autre,14,9.8
Pays de la Loire,10,Commerce/Gestion,6,4.2
Pays de la Loire,10,Industrie,6,4.2
Pays de la Loire,10,Santé,4,2.8
Pays de la Loire,10,Services,7,4.9
Pays de la Loire,10,Soft Skills,5,3.5
Pays de la Loire,10,Sécurité,4,2.8
Pays de la Loire,10,Tech/Digital,4,2.8
Provence-Alpes-Côte d'Azur,3,Autre,58,40.6
Provence-Alpes-Côte d'Azur,3,Commerce/Gestion,25,17.5
Provence-Alpes-Côte d'Azur,3,Industrie,16,11.2
Provence-Alpes-Côte d'Azur,3,Juridique,6,4.2
Provence-Alpes-Côte d'Azur,3,Langues,12,8.4
Provence-Alpes-Côte d'Azur,3,Santé,25,17.5
Provence-Alpes-Côte d'Azur,3,Services,26,18.2
Provence-Alpes-Côte d'Azur,3,Soft Skills,63,44.1
Provence-Alpes-Côte d'Azur,3,Sécurité,7,4.9
Provence-Alpes-Côte d'Azur,3,Tech/Digital,20,14.0
Provence-Alpes-Côte d'Azur,4,Autre,53,37.1
Provence-Alpes-Côte d'Azur,4,Commerce/Gestion,23,16.1
Provence-Alpes-Côte d'Azur,4,Industrie,6,4.2
Provence-Alpes-Côte d'Azur,4,Juridique,7,4.9
Provence-Alpes-Côte d'Azur,4,Langues,11,7.7
Provence-Alpes-Côte d'Azur,4,Santé,16,11.2
Provence-Alpes-Côte d'Azur,4,Services,26,18.2
Provence-Alpes-Côte d'Azur,4,Soft Skills,46,32.2
Provence-Alpes-Côte d'Azur,4,Sécurité,5,3.5
Provence-Alpes-Côte d'Azur,4,Tech/Digital,6,4.2
Provence-Alpes-Côte d'Azur,5,Autre,46,32.2
Provence-Alpes-Côte d'Azur,5,Commerce/Gestion,14,9.8
Provence-Alpes-Côte d'Azur,5,Industrie,5,3.5
Provence-Alpes-Côte d'Azur,5,Juridique,4,2.8
Provence-Alpes-Côte d'Azur,5,Langues,11,7.7
Provence-Alpes-Côte d'Azur,5,Santé,13,9.1
Provence-Alpes-Côte d'Azur,5,Services,16,11.2
Provence-Alpes-Côte d'Azur,5,Soft Skills,43,30.1
Provence-Alpes-Côte d'Azur,5,Sécurité,7,4.9
Provence-Alpes-Côte d'Azur,5,Tech/Digital,8,5.6
Provence-Alpes-Côte d'Azur,6,Autre,30,21.0
Provence-Alpes-Côte d'Azur,6,Commerce/Gestion,8,5.6
Provence-Alpes-Côte d'Azur,6,Industrie,13,9.1
Provence-Alpes-Côte d'Azur,6,Juridique,3,2.1
Provence-Alpes-Côte d'Azur,6,Langues,8,5.6
Provence-Alpes-Côte d'Azur,6,Santé,15,10.5
Provence-Alpes-Côte d'Azur,6,Services,19,13.3
Provence-Alpes-Côte d'Azur,6,Soft Skills,24,16.8
Provence-Alpes-Côte d'Azur,6,Sécurité,4,2.8
Provence-Alpes-Côte d'Azur,6,Tech/Digital,5,3.5
Provence-Alpes-Côte d'Azur,7,Autre,22,15.4
Provence-Alpes-Côte d'Azur,7,Commerce/Gestion,11,7.7
Provence-Alpes-Côte d'Azur,7,Juridique,3,2.1
Provence-Alpes-Côte d'Azur,7,Langues,3,2.1
Provence-Alpes-Côte d'Azur,7,Santé,10,7.0
Provence-Alpes-Côte d'Azur,7,Services,13,9.1
Provence-Alpes-Côte d'Azur,7,Soft Skills,12,8.4
Provence-Alpes-Côte d'Azur,7,Sécurité,6,4.2
Provence-Alpes-Côte d'Azur,7,Tech/Digital,7,4.9
Provence-Alpes-Côte d'Azur,8,Autre,19,13.3
Provence-Alpes-Côte d'Azur,8,Commerce/Gestion,9,6.3
Provence-Alpes-Côte d'Azur,8,Industrie,5,3.5
Provence-Alpes-Côte d'Azur,8,Juridique,2,1.4
Provence-Alpes-Côte d'Azur,8,Langues,9,6.3
Provence-Alpes-Côte d'Azur,8,Santé,13,9.1
Provence-Alpes-Côte d'Azur,8,Services,10,7.0
Provence-Alpes-Côte d'Azur,8,Soft Skills,11,7.7
Provence-Alpes-Côte d'Azur,8,Sécurité,2,1.4
Provence-Alpes-Côte d'Azur,8,Tech/Digital,4,2.8
Provence-Alpes-Côte d'Azur,9,Autre,26,18.2
Provence-Alpes-Côte d'Azur,9,Commerce/Gestion,9,6.3
Provence-Alpes-Côte d'Azur,9,Industrie,3,2.1
Provence-Alpes-Côte d'Azur,9,Juridique,2,1.4
Provence-Alpes-Côte d'Azur,9,Langues,5,3.5
Provence-Alpes-Côte d'Azur,9,Santé,7,4.9
Provence-Alpes-Côte d'Azur,9,Services,4,2.8
Provence-Alpes-Côte d'Azur,9,Soft Skills,7,4.9
Provence-Alpes-Côte d'Azur,9,Sécurité,5,3.5
Provence-Alpes-Côte d'Azur,9,Tech/Digital,6,4.2
Provence-Alpes-Côte d'Azur,10,Autre,21,14.7
Provence-Alpes-Côte d'Azur,10,Commerce/Gestion,7,4.9
Provence-Alpes-Côte d'Azur,10,Industrie,3,2.1
Provence-Alpes-Côte d'Azur,10,Juridique,1,0.7
Provence-Alpes-Côte d'Azur,10,Langues,7,4.9
Provence-Alpes-Côte d'Azur,10,Santé,10,7.0
Provence-Alpes-Côte d'Azur,10,Services,7,4.9
Provence-Alpes-Côte d'Azur,10,Soft Skills,12,8.4
Provence-Alpes-Côte d'Azur,10,Sécurité,3,2.1
Provence-Alpes-Côte d'Azur,10,Tech/Digital,6,4.2
Île-de-France,3,Autre,234,163.8
Île-de-France,3,Commerce/Gestion,74,51.8
Île-de-France,3,Industrie,46,32.2
Île-de-France,3,Juridique,13,9.1
Île-de-France,3,Langues,34,23.8
Île-de-France,3,Santé,45,31.5
Île-de-France,3,Services,75,52.5
Île-de-France,3,Soft Skills,213,149.1
Île-de-France,3,Sécurité,13,9.1
Île-de-France,3,Tech/Digital,62,43.4
Île-de-France,4,Autre,199,139.3
Île-de-France,4,Commerce/Gestion,66,46.2
Île-de-France,4,Industrie,37,25.9
Île-de-France,4,Juridique,16,11.2
Île-de-France,4,Langues,22,15.4
Île-de-France,4,Santé,41,28.7
Île-de-France,4,Services,83,58.1
Île-de-France,4,Soft Skills,190,133.0
Île-de-France,4,Sécurité,10,7.0
Île-de-France,4,Tech/Digital,48,33.6
Île-de-France,5,Autre,118,82.6
Île-de-France,5,Commerce/Gestion,45,31.5
Île-de-France,5,Industrie,36,25.2
Île-de-France,5,Juridique,14,9.8
Île-de-France,5,Langues,20,14.0
Île-de-France,5,Santé,40,28.0
Île-de-France,5,Services,67,46.9
Île-de-France,5,Soft Skills,142,99.4
Île-de-France,5,Sécurité,13,9.1
Île-de-France,5,Tech/Digital,37,25.9
Île-de-France,6,Autre,122,85.4
Île-de-France,6,Commerce/Gestion,42,29.4
Île-de-France,6,Industrie,18,12.6
Île-de-France,6,Juridique,15,10.5
Île-de-France,6,Langues,21,14.7
Île-de-France,6,Santé,37,25.9
Île-de-France,6,Services,40,28.0
Île-de-France,6,Soft Skills,101,70.7
Île-de-France,6,Sécurité,6,4.2
Île-de-France,6,Tech/Digital,29,20.3
Île-de-France,7,Autre,90,63.0
Île-de-France,7,Commerce/Gestion,24,16.8
Île-de-France,7,Industrie,20,14.0
Île-de-France,7,Juridique,12,8.4
Île-de-France,7,Langues,16,11.2
Île-de-France,7,Santé,23,16.1
Île-de-France,7,Services,26,18.2
Île-de-France,7,Soft Skills,65,45.5
Île-de-France,7,Sécurité,14,9.8
Île-de-France,7,Tech/Digital,22,15.4
Île-de-France,8,Autre,88,61.6
Île-de-France,8,Commerce/Gestion,27,18.9
Île-de-France,8,Industrie,18,12.6
Île-de-France,8,Juridique,5,3.5
Île-de-France,8,Langues,13,9.1
Île-de-France,8,Santé,26,18.2
Île-de-France,8,Services,24,16.8
Île-de-France,8,Soft Skills,66,46.2
Île-de-France,8,Sécurité,2,1.4
Île-de-France,8,Tech/Digital,18,12.6
Île-de-France,9,Autre,52,36.4
Île-de-France,9,Commerce/Gestion,25,17.5
Île-de-France,9,Industrie,19,13.3
Île-de-France,9,Juridique,6,4.2
Île-de-France,9,Langues,10,7.0
Île-de-France,9,Santé,23,16.1
Île-de-France,9,Services,15,10.5
Île-de-France,9,Soft Skills,40,28.0
Île-de-France,9,Sécurité,6,4.2
Île-de-France,9,Tech/Digital,15,10.5
Île-de-France,10,Autre,67,46.9
Île-de-France,10,Commerce/Gestion,21,14.7
Île-de-France,10,Industrie,12,8.4
Île-de-France,10,Juridique,8,5.6
Île-de-France,10,Langues,10,7.0
Île-de-France,10,Santé,15,10.5
Île-de-France,10,Services,18,12.6
Île-de-France,10,Soft Skills,32,22.4
Île-de-France,10,Sécurité,6,4.2
Île-de-France,10,Tech/Digital,18,12.6
